Location,"Mortality Rate, 2014*"
"Iredell County, North Carolina","273.78 (260.89, 287.09)"
"Jackson County, North Carolina","227.06 (212.07, 241.77)"
"Johnston County, North Carolina","288.06 (274.02, 301.13)"
"Jones County, North Carolina","319.08 (289.81, 347.26)"
"Lee County, North Carolina","264.41 (248.13, 279.89)"
"Lenoir County, North Carolina","341.93 (324.02, 360.28)"
"Lincoln County, North Carolina","292.19 (274.90, 309.62)"
"Macon County, North Carolina","248.48 (234.24, 264.27)"
"Madison County, North Carolina","267.77 (247.71, 288.56)"
"Martin County, North Carolina","364.24 (341.72, 387.04)"
"McDowell County, North Carolina","262.92 (247.90, 278.49)"
"Mecklenburg County, North Carolina","210.90 (203.00, 219.34)"
"Mitchell County, North Carolina","282.97 (261.47, 304.87)"
"Montgomery County, North Carolina","239.75 (224.24, 256.72)"
"Moore County, North Carolina","193.71 (183.62, 204.42)"
"Nash County, North Carolina","295.97 (280.81, 310.52)"
"New Hanover County, North Carolina","243.91 (232.86, 255.23)"
"Northampton County, North Carolina","281.80 (264.68, 298.44)"
"Onslow County, North Carolina","260.57 (248.10, 274.24)"
"Orange County, North Carolina","196.41 (186.05, 207.83)"
"Pamlico County, North Carolina","235.96 (214.31, 256.26)"
"Pasquotank County, North Carolina","304.90 (285.43, 324.25)"
"Pender County, North Carolina","240.59 (226.78, 253.98)"
"Perquimans County, North Carolina","291.88 (268.09, 316.27)"
"Person County, North Carolina","303.71 (286.32, 322.27)"
"Pitt County, North Carolina","255.45 (243.56, 267.95)"
"Polk County, North Carolina","211.64 (197.30, 227.05)"
"Randolph County, North Carolina","266.80 (253.70, 279.70)"
"Richmond County, North Carolina","364.04 (344.15, 384.81)"
"Robeson County, North Carolina","325.07 (310.25, 340.20)"
"Rockingham County, North Carolina","298.85 (286.01, 312.71)"
"Rowan County, North Carolina","302.14 (287.81, 315.71)"
"Rutherford County, North Carolina","336.53 (319.90, 354.54)"
"Sampson County, North Carolina","292.40 (276.98, 309.54)"
"Scotland County, North Carolina","327.34 (307.84, 345.36)"
"Stanly County, North Carolina","327.52 (309.69, 345.66)"
"Stokes County, North Carolina","293.98 (276.66, 310.13)"
"Surry County, North Carolina","270.40 (256.08, 284.46)"
"Swain County, North Carolina","336.64 (309.31, 364.70)"
"Transylvania County, North Carolina","203.22 (189.73, 216.36)"
"Tyrrell County, North Carolina","274.45 (244.00, 307.00)"
"Union County, North Carolina","242.19 (230.59, 256.38)"
"Vance County, North Carolina","318.50 (302.16, 336.14)"
"Wake County, North Carolina","205.72 (197.32, 214.15)"
"Warren County, North Carolina","265.86 (246.76, 284.72)"
"Washington County, North Carolina","306.41 (282.66, 329.54)"
"Watauga County, North Carolina","211.25 (198.41, 225.25)"
"Wayne County, North Carolina","282.47 (269.80, 296.69)"
"Wilkes County, North Carolina","244.16 (230.20, 258.00)"
"Wilson County, North Carolina","270.76 (256.47, 285.55)"
"Yadkin County, North Carolina","278.89 (261.24, 297.38)"
"Yancey County, North Carolina","238.79 (221.69, 258.11)"
North Dakota,"233.41 (226.65, 240.07)"
"Adams County, North Dakota","231.17 (206.35, 256.17)"
"Barnes County, North Dakota","231.41 (213.37, 250.09)"
"Benson County, North Dakota","309.79 (280.13, 341.83)"
"Billings County, North Dakota","126.68 (98.38, 158.63)"
"Bottineau County, North Dakota","219.93 (199.75, 240.04)"
"Bowman County, North Dakota","279.19 (242.93, 321.45)"
"Burke County, North Dakota","214.89 (181.60, 250.58)"
"Burleigh County, North Dakota","205.94 (194.00, 217.65)"
"Cass County, North Dakota","206.98 (196.79, 217.82)"
"Cavalier County, North Dakota","228.85 (206.36, 252.76)"
"Dickey County, North Dakota","232.07 (210.99, 254.35)"
"Divide County, North Dakota","198.15 (164.84, 235.38)"
"Dunn County, North Dakota","260.81 (225.66, 298.43)"
"Eddy County, North Dakota","277.18 (247.61, 308.99)"
"Emmons County, North Dakota","239.65 (217.08, 262.91)"
"Foster County, North Dakota","274.87 (246.21, 303.96)"
"Golden Valley County, North Dakota","198.44 (167.09, 235.76)"
"Grand Forks County, North Dakota","237.24 (223.43, 252.10)"
"Grant County, North Dakota","234.40 (198.09, 268.65)"
"Griggs County, North Dakota","243.74 (218.65, 270.44)"
"Hettinger County, North Dakota","214.75 (180.62, 251.12)"
"Kidder County, North Dakota","212.06 (188.74, 237.99)"
"LaMoure County, North Dakota","189.56 (171.51, 208.14)"
"Logan County, North Dakota","207.41 (180.85, 234.07)"
"McHenry County, North Dakota","217.39 (197.93, 238.64)"
"McIntosh County, North Dakota","221.69 (201.75, 242.47)"
"McKenzie County, North Dakota","254.97 (224.90, 288.47)"
"McLean County, North Dakota","229.84 (212.30, 249.05)"
"Mercer County, North Dakota","244.04 (214.50, 273.26)"
"Morton County, North Dakota","236.07 (214.74, 258.71)"
"Mountrail County, North Dakota","302.88 (269.59, 339.52)"
"Nelson County, North Dakota","318.68 (288.89, 350.20)"
"Oliver County, North Dakota","152.36 (120.03, 185.19)"
"Pembina County, North Dakota","222.61 (204.35, 242.38)"
"Pierce County, North Dakota","230.76 (209.93, 251.65)"
"Ramsey County, North Dakota","322.52 (298.30, 346.95)"
"Ransom County, North Dakota","277.04 (253.56, 302.20)"
"Renville County, North Dakota","222.56 (186.18, 262.59)"
"Richland County, North Dakota","235.68 (218.63, 253.14)"
"Rolette County, North Dakota","299.80 (274.30, 326.79)"
"Sargent County, North Dakota","217.45 (194.56, 241.21)"
"Sheridan County, North Dakota","167.74 (146.79, 192.00)"
"Sioux County, North Dakota","476.58 (417.42, 540.51)"
"Slope County, North Dakota","150.03 (119.24, 185.21)"
"Stark County, North Dakota","237.51 (218.72, 258.06)"
"Steele County, North Dakota","213.18 (188.19, 239.69)"
"Stutsman County, North Dakota","243.17 (227.02, 260.02)"
"Towner County, North Dakota","257.68 (227.86, 289.48)"
"Traill County, North Dakota","243.71 (222.71, 266.79)"
"Walsh County, North Dakota","283.52 (261.37, 305.49)"
"Ward County, North Dakota","240.72 (223.56, 259.90)"
"Wells County, North Dakota","247.77 (225.80, 271.60)"
"Williams County, North Dakota","244.92 (223.52, 270.43)"
Ohio,"275.80 (269.38, 282.27)"
"Adams County, Ohio","296.77 (278.29, 317.12)"
"Allen County, Ohio","300.68 (287.37, 313.89)"
"Ashland County, Ohio","268.92 (252.99, 284.51)"
"Ashtabula County, Ohio","302.34 (289.26, 316.41)"
"Athens County, Ohio","317.69 (300.15, 335.08)"
"Auglaize County, Ohio","277.37 (262.05, 293.28)"
"Belmont County, Ohio","322.68 (307.46, 338.16)"
"Brown County, Ohio","285.97 (269.35, 303.40)"
"Butler County, Ohio","253.09 (243.27, 262.84)"
"Carroll County, Ohio","285.57 (268.04, 305.52)"
"Champaign County, Ohio","275.07 (259.24, 291.01)"
"Clark County, Ohio","305.19 (291.39, 319.60)"
"Clermont County, Ohio","250.63 (238.90, 262.79)"
"Clinton County, Ohio","285.40 (269.41, 302.93)"
"Columbiana County, Ohio","288.15 (275.04, 302.44)"
"Coshocton County, Ohio","291.14 (273.54, 309.36)"
"Crawford County, Ohio","290.94 (275.35, 307.01)"
"Cuyahoga County, Ohio","288.57 (279.71, 296.79)"
"Darke County, Ohio","277.73 (262.48, 292.35)"
"Defiance County, Ohio","259.09 (243.56, 276.33)"
"Delaware County, Ohio","192.06 (182.53, 202.04)"
"Erie County, Ohio","236.86 (224.36, 249.07)"
"Fairfield County, Ohio","255.26 (242.50, 266.83)"
"Fayette County, Ohio","359.92 (337.80, 381.82)"
"Franklin County, Ohio","269.05 (260.73, 277.00)"
"Fulton County, Ohio","274.18 (258.70, 290.41)"
"Gallia County, Ohio","307.30 (288.38, 325.49)"
"Geauga County, Ohio","205.38 (194.79, 216.54)"
"Greene County, Ohio","237.61 (225.94, 249.71)"
"Guernsey County, Ohio","309.55 (292.80, 327.10)"
"Hamilton County, Ohio","271.27 (261.90, 280.94)"
"Hancock County, Ohio","255.89 (241.64, 269.96)"
"Hardin County, Ohio","367.81 (347.20, 390.91)"
"Harrison County, Ohio","350.27 (326.29, 374.77)"
"Henry County, Ohio","250.39 (234.19, 265.98)"
"Highland County, Ohio","290.02 (273.05, 306.34)"
"Hocking County, Ohio","280.93 (262.55, 299.78)"
"Holmes County, Ohio","258.77 (241.51, 275.28)"
"Huron County, Ohio","275.93 (260.96, 290.60)"
"Jackson County, Ohio","349.66 (327.83, 373.66)"
"Jefferson County, Ohio","371.21 (354.49, 389.25)"
"Knox County, Ohio","280.84 (265.85, 295.89)"
"Lake County, Ohio","259.54 (248.64, 270.80)"
"Lawrence County, Ohio","324.97 (309.17, 342.11)"
"Licking County, Ohio","249.73 (238.95, 261.37)"
"Logan County, Ohio","299.52 (282.50, 317.98)"
"Lorain County, Ohio","245.18 (234.68, 255.01)"
"Lucas County, Ohio","323.57 (312.42, 335.10)"
"Madison County, Ohio","262.49 (247.63, 278.23)"
"Mahoning County, Ohio","299.18 (287.89, 310.43)"
"Marion County, Ohio","296.63 (281.36, 312.09)"
"Medina County, Ohio","233.83 (223.25, 245.79)"
"Meigs County, Ohio","335.28 (315.17, 356.80)"
"Mercer County, Ohio","307.18 (289.41, 324.17)"
"Miami County, Ohio","258.33 (245.19, 271.78)"
"Monroe County, Ohio","311.80 (289.35, 334.33)"
"Montgomery County, Ohio","261.42 (252.13, 271.24)"
"Morgan County, Ohio","256.29 (236.43, 276.30)"
"Morrow County, Ohio","254.30 (237.52, 271.38)"
"Muskingum County, Ohio","278.89 (264.87, 292.66)"
"Noble County, Ohio","212.51 (192.78, 232.33)"
"Ottawa County, Ohio","262.35 (245.84, 277.86)"
"Paulding County, Ohio","263.00 (244.48, 282.21)"
"Perry County, Ohio","312.85 (292.42, 333.54)"
"Pickaway County, Ohio","279.30 (263.43, 296.26)"
"Pike County, Ohio","295.28 (274.83, 314.40)"
"Portage County, Ohio","275.85 (263.22, 288.93)"
"Preble County, Ohio","320.67 (300.41, 341.01)"
"Putnam County, Ohio","236.59 (222.02, 252.60)"
"Richland County, Ohio","280.37 (267.07, 293.51)"
"Ross County, Ohio","303.27 (287.85, 319.07)"
"Sandusky County, Ohio","255.76 (241.77, 270.05)"
"Scioto County, Ohio","372.63 (353.30, 391.58)"
"Seneca County, Ohio","305.86 (289.03, 322.83)"
"Shelby County, Ohio","288.91 (270.41, 306.50)"
"Stark County, Ohio","252.45 (242.42, 261.82)"
"Summit County, Ohio","272.40 (263.24, 282.50)"
"Trumbull County, Ohio","307.98 (296.86, 319.74)"
"Tuscarawas County, Ohio","289.61 (275.15, 303.65)"
"Union County, Ohio","230.81 (215.30, 246.34)"
"Van Wert County, Ohio","263.50 (245.53, 281.45)"
"Vinton County, Ohio","331.33 (302.92, 362.87)"
"Warren County, Ohio","238.36 (226.69, 250.54)"
"Washington County, Ohio","268.31 (254.28, 281.80)"
"Wayne County, Ohio","260.50 (247.97, 272.82)"
"Williams County, Ohio","240.13 (224.41, 255.27)"
"Wood County, Ohio","288.81 (276.12, 303.23)"
"Wyandot County, Ohio","287.02 (266.91, 307.23)"
Oklahoma,"333.44 (326.38, 340.63)"
"Adair County, Oklahoma","366.70 (342.38, 390.55)"
"Alfalfa County, Oklahoma","305.15 (279.01, 332.78)"
"Atoka County, Oklahoma","373.14 (346.00, 400.55)"
"Beaver County, Oklahoma","267.65 (240.92, 294.66)"
"Beckham County, Oklahoma","419.83 (393.10, 447.39)"
"Blaine County, Oklahoma","377.90 (349.74, 406.88)"
"Bryan County, Oklahoma","331.31 (312.93, 350.61)"
"Caddo County, Oklahoma","382.61 (359.88, 405.63)"
"Canadian County, Oklahoma","284.10 (269.75, 298.94)"
"Carter County, Oklahoma","395.52 (375.37, 416.92)"
"Cherokee County, Oklahoma","344.51 (326.83, 363.75)"
"Choctaw County, Oklahoma","432.79 (405.88, 462.66)"
"Cimarron County, Oklahoma","258.11 (231.66, 287.48)"
"Cleveland County, Oklahoma","274.91 (263.22, 287.08)"
"Coal County, Oklahoma","500.41 (459.97, 540.10)"
"Comanche County, Oklahoma","330.18 (314.70, 345.06)"
"Cotton County, Oklahoma","409.78 (375.11, 443.52)"
"Craig County, Oklahoma","407.08 (379.56, 434.39)"
"Creek County, Oklahoma","363.43 (344.94, 382.60)"
"Custer County, Oklahoma","349.44 (327.80, 372.26)"
"Delaware County, Oklahoma","342.08 (322.58, 360.76)"
"Dewey County, Oklahoma","422.85 (385.87, 460.28)"
"Ellis County, Oklahoma","307.18 (278.75, 337.20)"
"Garfield County, Oklahoma","318.27 (301.34, 335.43)"
"Garvin County, Oklahoma","395.76 (372.64, 421.65)"
"Grady County, Oklahoma","360.80 (341.41, 380.69)"
"Grant County, Oklahoma","306.93 (278.95, 337.37)"
"Greer County, Oklahoma","360.67 (327.86, 394.75)"
"Harmon County, Oklahoma","347.10 (311.85, 383.91)"
"Harper County, Oklahoma","367.15 (329.34, 405.66)"
"Haskell County, Oklahoma","389.89 (365.22, 416.32)"
"Hughes County, Oklahoma","455.28 (424.62, 484.85)"
"Jackson County, Oklahoma","363.74 (339.94, 389.03)"
"Jefferson County, Oklahoma","436.00 (400.99, 472.30)"
"Johnston County, Oklahoma","370.76 (343.23, 397.91)"
"Kay County, Oklahoma","338.96 (321.16, 357.98)"
"Kingfisher County, Oklahoma","329.82 (306.88, 354.23)"
"Kiowa County, Oklahoma","434.94 (404.73, 469.38)"
"Latimer County, Oklahoma","324.54 (300.00, 352.53)"
"Le Flore County, Oklahoma","380.28 (361.32, 399.90)"
"Lincoln County, Oklahoma","352.31 (329.84, 374.54)"
"Logan County, Oklahoma","279.61 (263.88, 297.12)"
"Love County, Oklahoma","327.80 (300.29, 355.73)"
"Major County, Oklahoma","356.22 (326.97, 388.70)"
"Marshall County, Oklahoma","318.54 (295.96, 341.81)"
"Mayes County, Oklahoma","351.24 (331.75, 370.77)"
"McClain County, Oklahoma","337.25 (314.98, 358.73)"
"McCurtain County, Oklahoma","382.01 (360.04, 404.15)"
"McIntosh County, Oklahoma","358.63 (337.07, 381.10)"
"Murray County, Oklahoma","394.02 (362.95, 424.65)"
"Muskogee County, Oklahoma","384.87 (367.41, 403.11)"
"Noble County, Oklahoma","287.91 (266.32, 311.48)"
"Nowata County, Oklahoma","321.92 (296.89, 346.34)"
"Okfuskee County, Oklahoma","439.76 (408.30, 473.92)"
"Oklahoma County, Oklahoma","317.00 (306.75, 327.63)"
"Okmulgee County, Oklahoma","372.45 (352.63, 392.58)"
"Osage County, Oklahoma","272.49 (257.22, 286.99)"
"Ottawa County, Oklahoma","391.86 (368.50, 414.79)"
"Pawnee County, Oklahoma","363.74 (339.17, 389.55)"
"Payne County, Oklahoma","275.93 (262.12, 291.67)"
"Pittsburg County, Oklahoma","398.43 (377.41, 418.78)"
"Pontotoc County, Oklahoma","367.60 (346.98, 388.69)"
"Pottawatomie County, Oklahoma","354.96 (335.24, 374.37)"
"Pushmataha County, Oklahoma","429.85 (399.35, 461.97)"
"Roger Mills County, Oklahoma","288.66 (257.61, 321.92)"
"Rogers County, Oklahoma","306.55 (290.77, 322.26)"
"Seminole County, Oklahoma","420.22 (395.52, 446.05)"
"Sequoyah County, Oklahoma","383.76 (363.44, 406.44)"
"Stephens County, Oklahoma","389.22 (369.14, 409.25)"
"Texas County, Oklahoma","301.15 (279.41, 323.00)"
"Tillman County, Oklahoma","304.42 (278.71, 331.36)"
"Tulsa County, Oklahoma","317.91 (307.88, 328.37)"
"Wagoner County, Oklahoma","292.22 (277.04, 308.56)"
"Washington County, Oklahoma","282.07 (267.63, 298.62)"
"Washita County, Oklahoma","330.81 (303.81, 358.61)"
"Woods County, Oklahoma","381.58 (351.60, 413.04)"
"Woodward County, Oklahoma","342.17 (318.71, 365.81)"
Oregon,"216.79 (210.64, 223.16)"
"Baker County, Oregon","245.18 (228.55, 262.12)"
"Benton County, Oregon","188.15 (176.47, 199.24)"
"Clackamas County, Oregon","206.93 (197.74, 215.57)"
"Clatsop County, Oregon","254.91 (240.16, 269.60)"
"Columbia County, Oregon","231.87 (218.67, 245.18)"
"Coos County, Oregon","257.83 (244.31, 269.95)"
"Crook County, Oregon","243.07 (227.48, 260.11)"
"Curry County, Oregon","273.73 (256.09, 290.78)"
"Deschutes County, Oregon","191.26 (181.74, 200.64)"
"Douglas County, Oregon","232.33 (222.52, 242.42)"
"Gilliam County, Oregon","189.65 (167.74, 213.89)"
"Grant County, Oregon","197.87 (181.53, 214.56)"
"Harney County, Oregon","228.17 (209.26, 247.60)"
"Hood River County, Oregon","213.80 (198.00, 229.63)"
"Jackson County, Oregon","219.95 (210.54, 230.42)"
"Jefferson County, Oregon","237.29 (220.92, 255.17)"
"Josephine County, Oregon","243.09 (231.02, 255.62)"
"Klamath County, Oregon","237.43 (225.12, 250.75)"
"Lake County, Oregon","220.61 (200.25, 241.29)"
"Lane County, Oregon","203.46 (195.06, 212.20)"
"Lincoln County, Oregon","233.14 (220.56, 245.99)"
"Linn County, Oregon","251.32 (239.53, 263.17)"
"Malheur County, Oregon","261.92 (245.65, 277.60)"
"Marion County, Oregon","226.93 (217.47, 236.26)"
"Morrow County, Oregon","199.91 (184.55, 218.12)"
"Multnomah County, Oregon","222.52 (214.27, 230.62)"
"Polk County, Oregon","198.24 (187.03, 209.79)"
"Sherman County, Oregon","180.62 (158.02, 205.28)"
"Tillamook County, Oregon","220.18 (206.06, 234.36)"
"Umatilla County, Oregon","238.61 (226.82, 251.12)"
"Union County, Oregon","216.61 (202.48, 232.26)"
"Wallowa County, Oregon","222.10 (204.41, 241.81)"
"Wasco County, Oregon","240.07 (223.75, 256.74)"
"Washington County, Oregon","183.41 (175.41, 191.60)"
"Wheeler County, Oregon","210.35 (184.26, 236.01)"
"Yamhill County, Oregon","211.62 (200.15, 223.27)"
Pennsylvania,"266.37 (260.71, 272.16)"
"Adams County, Pennsylvania","260.71 (247.26, 273.80)"
"Allegheny County, Pennsylvania","278.35 (270.44, 286.07)"
"Armstrong County, Pennsylvania","275.49 (262.31, 289.76)"
"Beaver County, Pennsylvania","268.92 (257.59, 281.08)"
"Bedford County, Pennsylvania","282.40 (266.02, 299.29)"
"Berks County, Pennsylvania","259.57 (250.44, 268.84)"
"Blair County, Pennsylvania","298.00 (284.49, 312.52)"
"Bradford County, Pennsylvania","243.68 (230.80, 257.19)"
"Bucks County, Pennsylvania","220.33 (212.34, 228.27)"
"Butler County, Pennsylvania","260.08 (249.29, 271.53)"
"Cambria County, Pennsylvania","297.09 (284.92, 310.34)"
"Cameron County, Pennsylvania","233.22 (213.02, 256.52)"
"Carbon County, Pennsylvania","279.75 (264.97, 294.04)"
"Centre County, Pennsylvania","216.31 (204.69, 227.16)"
"Chester County, Pennsylvania","223.41 (214.52, 232.00)"
"Clarion County, Pennsylvania","290.31 (274.57, 307.68)"
"Clearfield County, Pennsylvania","271.42 (258.39, 285.46)"
"Clinton County, Pennsylvania","276.06 (260.37, 291.21)"
"Columbia County, Pennsylvania","304.39 (290.02, 320.56)"
"Crawford County, Pennsylvania","271.79 (257.97, 286.19)"
"Cumberland County, Pennsylvania","257.44 (246.87, 267.86)"
"Dauphin County, Pennsylvania","279.14 (268.27, 290.34)"
"Delaware County, Pennsylvania","268.83 (259.49, 277.97)"
"Elk County, Pennsylvania","231.18 (216.98, 244.48)"
"Erie County, Pennsylvania","258.34 (248.52, 269.19)"
"Fayette County, Pennsylvania","323.72 (310.62, 337.24)"
"Forest County, Pennsylvania","306.63 (279.70, 334.39)"
"Franklin County, Pennsylvania","224.23 (214.38, 234.77)"
"Fulton County, Pennsylvania","275.33 (252.80, 299.78)"
"Greene County, Pennsylvania","295.66 (278.64, 313.06)"
"Huntingdon County, Pennsylvania","265.33 (250.84, 280.25)"
"Indiana County, Pennsylvania","254.17 (240.11, 267.63)"
"Jefferson County, Pennsylvania","300.08 (283.65, 317.87)"
"Juniata County, Pennsylvania","241.32 (225.34, 256.82)"
"Lackawanna County, Pennsylvania","300.31 (289.05, 311.94)"
"Lancaster County, Pennsylvania","228.57 (219.66, 238.33)"
"Lawrence County, Pennsylvania","276.69 (264.39, 289.95)"
"Lebanon County, Pennsylvania","239.34 (228.88, 250.28)"
"Lehigh County, Pennsylvania","225.97 (216.62, 235.00)"
"Luzerne County, Pennsylvania","318.20 (307.21, 329.39)"
"Lycoming County, Pennsylvania","253.38 (241.09, 266.31)"
"McKean County, Pennsylvania","326.51 (309.80, 344.49)"
"Mercer County, Pennsylvania","274.53 (261.43, 287.09)"
"Mifflin County, Pennsylvania","248.80 (234.66, 262.63)"
"Monroe County, Pennsylvania","232.17 (222.34, 243.31)"
"Montgomery County, Pennsylvania","233.77 (226.03, 241.99)"
"Montour County, Pennsylvania","253.83 (234.93, 273.45)"
"Northampton County, Pennsylvania","228.52 (219.52, 237.46)"
"Northumberland County, Pennsylvania","300.23 (286.47, 313.34)"
"Perry County, Pennsylvania","284.03 (267.12, 301.33)"
"Philadelphia County, Pennsylvania","320.62 (312.80, 328.21)"
"Pike County, Pennsylvania","207.39 (195.70, 219.24)"
"Potter County, Pennsylvania","243.23 (227.01, 260.35)"
"Schuylkill County, Pennsylvania","337.02 (323.02, 351.45)"
"Snyder County, Pennsylvania","228.58 (213.57, 243.40)"
"Somerset County, Pennsylvania","285.81 (272.23, 300.04)"
"Sullivan County, Pennsylvania","262.43 (239.61, 286.23)"
"Susquehanna County, Pennsylvania","289.79 (272.83, 306.14)"
"Tioga County, Pennsylvania","238.25 (224.70, 254.47)"
"Union County, Pennsylvania","228.74 (214.58, 244.60)"
"Venango County, Pennsylvania","254.86 (241.02, 269.73)"
"Warren County, Pennsylvania","289.18 (272.49, 305.51)"
"Washington County, Pennsylvania","267.22 (256.53, 278.78)"
"Wayne County, Pennsylvania","304.48 (288.41, 321.49)"
"Westmoreland County, Pennsylvania","275.69 (266.03, 286.61)"
"Wyoming County, Pennsylvania","297.94 (279.06, 319.12)"
"York County, Pennsylvania","240.05 (231.13, 249.26)"
Rhode Island,"239.33 (231.81, 247.05)"
"Bristol County, Rhode Island","215.77 (202.76, 228.73)"
"Kent County, Rhode Island","241.39 (230.27, 251.94)"
"Newport County, Rhode Island","221.31 (209.13, 233.70)"
"Providence County, Rhode Island","251.17 (241.67, 260.22)"
"Washington County, Rhode Island","208.83 (197.29, 220.09)"
South Carolina,"265.14 (258.49, 271.85)"
"Abbeville County, South Carolina","252.42 (235.76, 268.98)"
"Aiken County, South Carolina","256.23 (244.66, 267.91)"
"Allendale County, South Carolina","363.60 (332.50, 395.34)"
"Anderson County, South Carolina","259.08 (247.59, 271.37)"
"Bamberg County, South Carolina","325.46 (301.24, 349.98)"
"Barnwell County, South Carolina","338.36 (313.24, 363.39)"
"Beaufort County, South Carolina","160.82 (152.50, 169.00)"
"Berkeley County, South Carolina","239.70 (228.16, 250.99)"
"Calhoun County, South Carolina","282.18 (260.11, 305.77)"
"Charleston County, South Carolina","223.14 (214.08, 232.26)"
"Cherokee County, South Carolina","340.36 (321.23, 360.37)"
"Chester County, South Carolina","352.23 (328.85, 374.16)"
"Chesterfield County, South Carolina","331.98 (313.15, 350.05)"
"Clarendon County, South Carolina","292.16 (274.88, 308.99)"
"Colleton County, South Carolina","326.42 (307.15, 346.98)"
"Darlington County, South Carolina","348.78 (331.47, 366.31)"
"Dillon County, South Carolina","343.34 (321.53, 365.58)"
"Dorchester County, South Carolina","263.40 (249.73, 276.98)"
"Edgefield County, South Carolina","264.85 (246.39, 284.52)"
"Fairfield County, South Carolina","349.19 (325.84, 375.12)"
"Florence County, South Carolina","344.53 (329.08, 359.86)"
"Georgetown County, South Carolina","242.18 (230.29, 254.20)"
"Greenville County, South Carolina","231.18 (222.14, 240.84)"
"Greenwood County, South Carolina","258.49 (245.25, 272.05)"
"Hampton County, South Carolina","308.33 (286.31, 332.55)"
"Horry County, South Carolina","267.43 (256.54, 278.16)"
"Jasper County, South Carolina","283.52 (262.26, 306.66)"
"Kershaw County, South Carolina","258.74 (245.01, 272.04)"
"Lancaster County, South Carolina","282.57 (267.49, 296.44)"
"Laurens County, South Carolina","322.28 (306.43, 338.09)"
"Lee County, South Carolina","320.30 (297.82, 342.41)"
"Lexington County, South Carolina","251.07 (239.53, 262.18)"
"Marion County, South Carolina","393.98 (371.09, 417.80)"
"Marlboro County, South Carolina","315.70 (296.55, 335.15)"
"McCormick County, South Carolina","229.77 (209.43, 250.30)"
"Newberry County, South Carolina","279.31 (263.60, 295.41)"
"Oconee County, South Carolina","258.77 (245.06, 272.17)"
"Orangeburg County, South Carolina","307.85 (293.03, 323.61)"
"Pickens County, South Carolina","289.52 (273.97, 305.32)"
"Richland County, South Carolina","254.06 (243.68, 264.90)"
"Saluda County, South Carolina","331.88 (307.04, 356.91)"
"Spartanburg County, South Carolina","292.17 (280.22, 304.10)"
"Sumter County, South Carolina","308.41 (293.98, 323.36)"
"Union County, South Carolina","365.97 (342.72, 388.74)"
"Williamsburg County, South Carolina","328.71 (307.48, 350.20)"
"York County, South Carolina","243.79 (232.19, 254.96)"
South Dakota,"232.64 (226.85, 238.70)"
"Aurora County, South Dakota","221.36 (196.81, 248.85)"
"Beadle County, South Dakota","241.87 (224.77, 258.18)"
"Bennett County, South Dakota","233.19 (207.91, 260.10)"
"Bon Homme County, South Dakota","220.33 (201.06, 240.18)"
"Brookings County, South Dakota","228.15 (212.23, 243.77)"
"Brown County, South Dakota","253.67 (238.63, 269.02)"
"Brule County, South Dakota","221.76 (199.79, 244.08)"
"Buffalo County, South Dakota","512.27 (444.96, 585.13)"
"Butte County, South Dakota","278.73 (255.72, 302.30)"
"Campbell County, South Dakota","170.13 (149.19, 195.97)"
"Charles Mix County, South Dakota","226.77 (209.16, 246.10)"
"Clark County, South Dakota","239.04 (215.76, 263.58)"
"Clay County, South Dakota","285.83 (261.45, 312.86)"
"Codington County, South Dakota","233.93 (219.33, 249.12)"
"Corson County, South Dakota","325.44 (293.79, 359.51)"
"Custer County, South Dakota","207.97 (188.83, 225.99)"
"Davison County, South Dakota","244.15 (227.12, 261.21)"
"Day County, South Dakota","312.29 (288.02, 338.46)"
"Deuel County, South Dakota","212.35 (192.23, 234.39)"
"Dewey County, South Dakota","310.58 (281.11, 343.98)"
"Douglas County, South Dakota","199.26 (178.26, 222.33)"
"Edmunds County, South Dakota","261.00 (233.95, 288.63)"
"Fall River County, South Dakota","300.24 (275.10, 324.75)"
"Faulk County, South Dakota","185.90 (164.37, 207.45)"
"Grant County, South Dakota","270.17 (246.62, 297.26)"
"Gregory County, South Dakota","261.54 (237.60, 288.07)"
"Haakon County, South Dakota","231.09 (205.12, 259.52)"
"Hamlin County, South Dakota","225.78 (202.67, 248.17)"
"Hand County, South Dakota","218.41 (196.89, 240.79)"
"Hanson County, South Dakota","189.17 (165.92, 214.56)"
"Harding County, South Dakota","212.39 (177.90, 250.12)"
"Hughes County, South Dakota","219.49 (203.25, 238.57)"
"Hutchinson County, South Dakota","238.88 (219.41, 258.90)"
"Hyde County, South Dakota","272.25 (241.13, 305.03)"
"Jackson County, South Dakota","283.67 (255.02, 315.43)"
"Jerauld County, South Dakota","188.14 (165.95, 210.20)"
"Jones County, South Dakota","177.87 (152.63, 207.11)"
"Kingsbury County, South Dakota","281.55 (255.91, 307.52)"
"Lake County, South Dakota","222.74 (204.54, 240.71)"
"Lawrence County, South Dakota","196.96 (183.33, 209.95)"
"Lincoln County, South Dakota","175.92 (163.79, 188.69)"
"Lyman County, South Dakota","223.84 (202.68, 247.96)"
"Marshall County, South Dakota","239.15 (214.26, 264.18)"
"McCook County, South Dakota","278.64 (253.48, 304.87)"
"McPherson County, South Dakota","252.86 (227.06, 279.86)"
"Meade County, South Dakota","240.82 (224.01, 258.87)"
"Mellette County, South Dakota","252.19 (224.82, 286.06)"
"Miner County, South Dakota","229.23 (205.28, 255.40)"
